iter,tag,objective_value,triangle_area,var_restore,gini_restore,p90_restore,sequence
38,opt_triangle_sa_it0037,313.8873330497233,313.8873330497233,45298.31672907067,0.5048041648031039,479.09373100000005,[28, 11, 15, (11, 14), 17, 32, (9, 10)]
39,opt_triangle_sa_it0038,101.76130801605325,101.76130801605325,13845.856180990437,0.5965238560573407,291.443827,[(9, 10), 11, 15, (11, 14), 28, 32, 17]
40,opt_triangle_sa_it0039,120.6913865298186,120.6913865298186,16062.083885915037,0.5922413853379076,317.910501,[(9, 10), 11, 15, 32, 28, (11, 14), 17]
41,opt_triangle_sa_it0040,159.11689637859112,159.11689637859112,36094.87944652063,0.6196763812242816,458.426651,[(9, 10), 11, 28, (11, 14), 15, 32, 17]
42,opt_triangle_sa_it0041,161.42817079556107,161.42817079556107,26947.010002866373,0.5978367255358379,421.565751,[(9, 10), 17, 15, (11, 14), 28, 32, 11]
43,opt_triangle_sa_it0042,123.55892444383772,123.55892444383772,17584.969487284445,0.5913611760168047,325.41695,[(9, 10), 11, 15, 28, (11, 14), 32, 17]
44,opt_triangle_sa_it0043,111.42955526528642,111.42955526528642,11789.955417598037,0.5847855556394077,261.15164759999993,[(9, 10), 11, 15, 17, 28, 32, (11, 14)]
45,opt_triangle_sa_it0044,145.24248375065943,145.24248375065943,29973.135234353253,0.623172878663885,436.378867,[(9, 10), 11, 32, (11, 14), 28, 15, 17]
46,opt_triangle_sa_it0045,265.43872668187896,265.43872668187896,35139.304562040896,0.506910013962955,451.717172,[28, 11, 15, (11, 14), (9, 10), 32, 17]
47,opt_triangle_sa_it0046,145.24248375065943,145.24248375065943,29973.135234353253,0.623172878663885,436.378867,[(9, 10), 11, 32, (11, 14), 28, 15, 17]
48,opt_triangle_sa_it0047,103.93714829237491,103.93714829237491,13735.17912192008,0.5913264762731212,291.443827,[11, (9, 10), 15, (11, 14), 28, 32, 17]
49,opt_triangle_sa_it0048,290.70155939841504,290.70155939841504,38827.150775920585,0.47253297571620845,454.405307,[32, 11, 15, (11, 14), 28, (9, 10), 17]
50,opt_triangle_sa_it0049,161.42817079556107,161.42817079556107,26947.010002866373,0.5978367255358379,421.565751,[(9, 10), 17, 15, (11, 14), 28, 32, 11]
