row_kind,experiment_id,source_experiment_id,rule_type,rule_label,objective,objective_value,triangle_area,var_restore,gini_restore,p90_restore,p90_access_restore,share_access_final,cri_w_e,cri_w_a,cri_threshold,critical_access_threshold,is_primary_setting,is_pareto,session_dir,run_dir,sequence
optimized,guardrail_p90_restore,,guardrail,Guardrail on equity:p90_restore,guardrail,140.61188605071408,140.61188605071408,20563.98914223521,0.6093890084150213,365.6978502999999,264.24600589999994,0.9166666666666666,0.5,0.5,0.9,0.9,1,0,results/tradeoff_20260321_150249/guardrail_p90_restore_20260321_150411,results/tradeoff_20260321_150249/guardrail_p90_restore_20260321_150411/best,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
optimized,weighted_p90_access_restore_l025,,weighted_sum,Weighted sum: triangle + 0.25 * critical_access:p90_access_restore,weighted_sum,0.8231352449207031,145.54433597461284,15960.806685273405,0.5885334247740441,335.53495999999996,335.53495999999996,0.9166666666666666,0.5,0.5,0.9,0.9,1,0,results/tradeoff_20260321_150249/weighted_p90_access_restore_l025_20260321_150418,results/tradeoff_20260321_150249/weighted_p90_access_restore_l025_20260321_150418/best,"[17, (9, 10), 32, (11, 14), 28, 15, 11]"
optimized,weighted_p90_access_restore_l050,,weighted_sum,Weighted sum: triangle + 0.5 * critical_access:p90_access_restore,weighted_sum,1.1040729048954137,173.1646250110891,30876.85988208461,0.598594263725343,435.6246063,327.4899334,0.9166666666666666,0.5,0.5,0.9,0.9,1,0,results/tradeoff_20260321_150249/weighted_p90_access_restore_l050_20260321_150424,results/tradeoff_20260321_150249/weighted_p90_access_restore_l050_20260321_150424/best,"[(9, 10), 28, 11, (11, 14), 15, 32, 17]"
optimized,weighted_p90_access_restore_l100,,weighted_sum,Weighted sum: triangle + 1.0 * critical_access:p90_access_restore,weighted_sum,1.2672945101775097,142.01059944522274,17487.442263718145,0.6133150546182653,344.437998,319.7904398999999,0.9166666666666666,0.5,0.5,0.9,0.9,1,0,results/tradeoff_20260321_150249/weighted_p90_access_restore_l100_20260321_150431,results/tradeoff_20260321_150249/weighted_p90_access_restore_l100_20260321_150431/best,"[(9, 10), 17, 11, 15, (11, 14), 28, 32]"
optimized,guardrail_p90_access_restore,,guardrail,Guardrail on critical_access:p90_access_restore,guardrail,140.61188605071408,140.61188605071408,20563.98914223521,0.6093890084150213,365.6978502999999,264.24600589999994,0.9166666666666666,0.5,0.5,0.9,0.9,1,0,results/tradeoff_20260321_150249/guardrail_p90_access_restore_20260321_150438,results/tradeoff_20260321_150249/guardrail_p90_access_restore_20260321_150438/best,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::baseline_reference::we0.50_wa0.50_ct0.80_at0.80,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,31045.20633538236,0.6540581285500247,410.384855,386.38057049999986,0.9166666666666666,0.5,0.5,0.8,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.50_wa0.50_ct0.80_at0.90,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,31045.20633538236,0.6540581285500247,410.384855,512.649255,0.9166666666666666,0.5,0.5,0.8,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.50_wa0.50_ct0.80_at0.95,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,31045.20633538236,0.6540581285500247,410.384855,512.649255,0.9166666666666666,0.5,0.5,0.8,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.50_wa0.50_ct0.90_at0.80,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,37411.27662055932,0.6075993909547031,465.93032700000003,386.38057049999986,0.9166666666666666,0.5,0.5,0.9,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.50_wa0.50_ct0.90_at0.90,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,37411.27662055932,0.6075993909547031,465.93032700000003,512.649255,0.9166666666666666,0.5,0.5,0.9,0.9,1,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.50_wa0.50_ct0.90_at0.95,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,37411.27662055932,0.6075993909547031,465.93032700000003,512.649255,0.9166666666666666,0.5,0.5,0.9,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.50_wa0.50_ct0.95_at0.80,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,44088.040367945934,0.5743047294514645,512.649255,386.38057049999986,0.9166666666666666,0.5,0.5,0.95,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.50_wa0.50_ct0.95_at0.90,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,44088.040367945934,0.5743047294514645,512.649255,512.649255,0.9166666666666666,0.5,0.5,0.95,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.50_wa0.50_ct0.95_at0.95,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,44088.040367945934,0.5743047294514645,512.649255,512.649255,0.9166666666666666,0.5,0.5,0.95,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.70_wa0.30_ct0.80_at0.80,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,35212.94345997426,0.6496139436973516,449.2666854,386.38057049999986,0.9166666666666666,0.7,0.3,0.8,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.70_wa0.30_ct0.80_at0.90,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,35212.94345997426,0.6496139436973516,449.2666854,512.649255,0.9166666666666666,0.7,0.3,0.8,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.70_wa0.30_ct0.80_at0.95,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,35212.94345997426,0.6496139436973516,449.2666854,512.649255,0.9166666666666666,0.7,0.3,0.8,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.70_wa0.30_ct0.90_at0.80,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,39176.341139665674,0.6334143106077306,465.93032700000003,386.38057049999986,0.9166666666666666,0.7,0.3,0.9,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.70_wa0.30_ct0.90_at0.90,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,39176.341139665674,0.6334143106077306,465.93032700000003,512.649255,0.9166666666666666,0.7,0.3,0.9,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.70_wa0.30_ct0.90_at0.95,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,39176.341139665674,0.6334143106077306,465.93032700000003,512.649255,0.9166666666666666,0.7,0.3,0.9,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.70_wa0.30_ct0.95_at0.80,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,38652.079478711734,0.6096879714813026,498.6335766,386.38057049999986,0.9166666666666666,0.7,0.3,0.95,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.70_wa0.30_ct0.95_at0.90,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,38652.079478711734,0.6096879714813026,498.6335766,512.649255,0.9166666666666666,0.7,0.3,0.95,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.70_wa0.30_ct0.95_at0.95,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,38652.079478711734,0.6096879714813026,498.6335766,512.649255,0.9166666666666666,0.7,0.3,0.95,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.30_wa0.70_ct0.80_at0.80,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,35198.81198788851,0.6560880102893916,449.2666854,386.38057049999986,0.9166666666666666,0.3,0.7,0.8,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.30_wa0.70_ct0.80_at0.90,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,35198.81198788851,0.6560880102893916,449.2666854,512.649255,0.9166666666666666,0.3,0.7,0.8,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.30_wa0.70_ct0.80_at0.95,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,35198.81198788851,0.6560880102893916,449.2666854,512.649255,0.9166666666666666,0.3,0.7,0.8,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.30_wa0.70_ct0.90_at0.80,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,38286.57218427954,0.6031049740773655,498.6335766,386.38057049999986,0.9166666666666666,0.3,0.7,0.9,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.30_wa0.70_ct0.90_at0.90,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,38286.57218427954,0.6031049740773655,498.6335766,512.649255,0.9166666666666666,0.3,0.7,0.9,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.30_wa0.70_ct0.90_at0.95,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,38286.57218427954,0.6031049740773655,498.6335766,512.649255,0.9166666666666666,0.3,0.7,0.9,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.30_wa0.70_ct0.95_at0.80,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,41487.901434776446,0.5314743644374942,512.649255,386.38057049999986,0.9166666666666666,0.3,0.7,0.95,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.30_wa0.70_ct0.95_at0.90,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,41487.901434776446,0.5314743644374942,512.649255,512.649255,0.9166666666666666,0.3,0.7,0.95,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::baseline_reference::we0.30_wa0.70_ct0.95_at0.95,baseline_reference,sensitivity,Sensitivity re-evaluation,triangle,220.68646431437358,220.68646431437358,41487.901434776446,0.5314743644374942,512.649255,512.649255,0.9166666666666666,0.3,0.7,0.95,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 28, 11, 17, 15, 32, (11, 14)]"
sensitivity,sens::single_triangle::we0.50_wa0.50_ct0.80_at0.80,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,19886.48192047769,0.6594038918548499,365.6978502999999,236.52285349999985,0.9166666666666666,0.5,0.5,0.8,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.50_wa0.50_ct0.80_at0.90,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,19886.48192047769,0.6594038918548499,365.6978502999999,264.24600589999994,0.9166666666666666,0.5,0.5,0.8,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.50_wa0.50_ct0.80_at0.95,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,19886.48192047769,0.6594038918548499,365.6978502999999,288.89356399999997,0.9166666666666666,0.5,0.5,0.8,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.50_wa0.50_ct0.90_at0.80,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,20563.98914223521,0.6093890084150213,365.6978502999999,236.52285349999985,0.9166666666666666,0.5,0.5,0.9,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.50_wa0.50_ct0.90_at0.90,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,20563.98914223521,0.6093890084150213,365.6978502999999,264.24600589999994,0.9166666666666666,0.5,0.5,0.9,0.9,1,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.50_wa0.50_ct0.90_at0.95,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,20563.98914223521,0.6093890084150213,365.6978502999999,288.89356399999997,0.9166666666666666,0.5,0.5,0.9,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.50_wa0.50_ct0.95_at0.80,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,20288.07119381014,0.5726098189576894,365.6978502999999,236.52285349999985,0.9166666666666666,0.5,0.5,0.95,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.50_wa0.50_ct0.95_at0.90,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,20288.07119381014,0.5726098189576894,365.6978502999999,264.24600589999994,0.9166666666666666,0.5,0.5,0.95,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.50_wa0.50_ct0.95_at0.95,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,20288.07119381014,0.5726098189576894,365.6978502999999,288.89356399999997,0.9166666666666666,0.5,0.5,0.95,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.70_wa0.30_ct0.80_at0.80,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,21170.073961719598,0.6469182615798488,365.6978502999999,236.52285349999985,0.9166666666666666,0.7,0.3,0.8,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.70_wa0.30_ct0.80_at0.90,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,21170.073961719598,0.6469182615798488,365.6978502999999,264.24600589999994,0.9166666666666666,0.7,0.3,0.8,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.70_wa0.30_ct0.80_at0.95,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,21170.073961719598,0.6469182615798488,365.6978502999999,288.89356399999997,0.9166666666666666,0.7,0.3,0.8,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.70_wa0.30_ct0.90_at0.80,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,21170.073961719598,0.6469182615798488,365.6978502999999,236.52285349999985,0.9166666666666666,0.7,0.3,0.9,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.70_wa0.30_ct0.90_at0.90,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,21170.073961719598,0.6469182615798488,365.6978502999999,264.24600589999994,0.9166666666666666,0.7,0.3,0.9,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.70_wa0.30_ct0.90_at0.95,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,21170.073961719598,0.6469182615798488,365.6978502999999,288.89356399999997,0.9166666666666666,0.7,0.3,0.9,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.70_wa0.30_ct0.95_at0.80,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,20563.98914223521,0.6093890084150213,365.6978502999999,236.52285349999985,0.9166666666666666,0.7,0.3,0.95,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.70_wa0.30_ct0.95_at0.90,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,20563.98914223521,0.6093890084150213,365.6978502999999,264.24600589999994,0.9166666666666666,0.7,0.3,0.95,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.70_wa0.30_ct0.95_at0.95,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,20563.98914223521,0.6093890084150213,365.6978502999999,288.89356399999997,0.9166666666666666,0.7,0.3,0.95,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.30_wa0.70_ct0.80_at0.80,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,20403.95698992937,0.6623752757768631,365.6978502999999,236.52285349999985,0.9166666666666666,0.3,0.7,0.8,0.8,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.30_wa0.70_ct0.80_at0.90,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,20403.95698992937,0.6623752757768631,365.6978502999999,264.24600589999994,0.9166666666666666,0.3,0.7,0.8,0.9,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
sensitivity,sens::single_triangle::we0.30_wa0.70_ct0.80_at0.95,single_triangle,sensitivity,Sensitivity re-evaluation,triangle,140.61188605071408,140.61188605071408,20403.95698992937,0.6623752757768631,365.6978502999999,288.89356399999997,0.9166666666666666,0.3,0.7,0.8,0.95,0,,,results/tradeoff_20260321_150249/_sensitivity_tmp,"[(9, 10), 11, 15, (11, 14), 28, 32, 17]"
