scenario_id,scenario_seed,broken_bus_count,broken_link_count,study_result_dir,csv_path
scenario_015,20260339,15,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_214728,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_214728/tradeoff_summary.csv
scenario_016,20260340,14,8,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_214842,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_214842/tradeoff_summary.csv
scenario_017,20260341,13,3,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_214958,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_214958/tradeoff_summary.csv
scenario_018,20260342,11,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215053,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215053/tradeoff_summary.csv
scenario_019,20260343,10,7,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215153,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215153/tradeoff_summary.csv
scenario_020,20260344,15,4,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215254,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215254/tradeoff_summary.csv
scenario_021,20260345,9,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215359,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215359/tradeoff_summary.csv
scenario_022,20260346,10,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215452,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215452/tradeoff_summary.csv
scenario_023,20260347,12,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215549,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215549/tradeoff_summary.csv
scenario_024,20260348,12,9,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215648,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215648/tradeoff_summary.csv
scenario_025,20260349,13,4,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215808,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215808/tradeoff_summary.csv
scenario_026,20260350,11,11,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215911,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_215911/tradeoff_summary.csv
scenario_027,20260351,10,7,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220027,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220027/tradeoff_summary.csv
scenario_028,20260352,9,4,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220126,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220126/tradeoff_summary.csv
scenario_029,20260353,13,11,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220214,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220214/tradeoff_summary.csv
scenario_030,20260354,11,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220339,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220339/tradeoff_summary.csv
scenario_031,20260355,11,13,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220439,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220439/tradeoff_summary.csv
scenario_032,20260356,15,3,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220556,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220556/tradeoff_summary.csv
scenario_033,20260357,12,11,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220701,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220701/tradeoff_summary.csv
scenario_034,20260358,11,8,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220820,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220820/tradeoff_summary.csv
scenario_035,20260359,8,11,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220925,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_220925/tradeoff_summary.csv
scenario_036,20260360,8,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221036,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221036/tradeoff_summary.csv
scenario_037,20260361,13,3,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221135,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221135/tradeoff_summary.csv
scenario_038,20260362,9,9,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221231,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221231/tradeoff_summary.csv
scenario_039,20260363,10,3,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221336,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221336/tradeoff_summary.csv
scenario_040,20260364,14,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221426,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221426/tradeoff_summary.csv
scenario_041,20260365,11,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221537,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221537/tradeoff_summary.csv
scenario_042,20260366,14,11,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221633,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221633/tradeoff_summary.csv
scenario_043,20260367,14,13,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221800,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221800/tradeoff_summary.csv
scenario_044,20260368,13,11,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221945,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_221945/tradeoff_summary.csv
scenario_045,20260369,12,9,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222117,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222117/tradeoff_summary.csv
scenario_046,20260370,10,13,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222233,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222233/tradeoff_summary.csv
scenario_047,20260371,13,8,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222350,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222350/tradeoff_summary.csv
scenario_048,20260372,12,7,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222505,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222505/tradeoff_summary.csv
scenario_049,20260373,8,8,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222619,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222619/tradeoff_summary.csv
scenario_050,20260374,13,13,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222716,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222716/tradeoff_summary.csv
scenario_051,20260375,15,4,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222845,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222845/tradeoff_summary.csv
scenario_052,20260376,9,10,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222951,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_222951/tradeoff_summary.csv
scenario_053,20260377,10,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223054,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223054/tradeoff_summary.csv
scenario_054,20260378,11,4,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223149,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223149/tradeoff_summary.csv
scenario_055,20260379,14,3,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223242,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223242/tradeoff_summary.csv
scenario_056,20260380,12,4,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223343,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223343/tradeoff_summary.csv
scenario_057,20260381,8,5,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223438,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223438/tradeoff_summary.csv
scenario_058,20260382,10,4,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223527,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223527/tradeoff_summary.csv
scenario_059,20260383,14,4,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223615,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223615/tradeoff_summary.csv
scenario_060,20260384,12,12,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223718,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223718/tradeoff_summary.csv
scenario_061,20260385,14,12,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223850,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_223850/tradeoff_summary.csv
scenario_062,20260386,13,10,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224020,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224020/tradeoff_summary.csv
scenario_063,20260387,12,11,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224133,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224133/tradeoff_summary.csv
scenario_064,20260388,10,3,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224252,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224252/tradeoff_summary.csv
scenario_065,20260389,11,7,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224341,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224341/tradeoff_summary.csv
scenario_066,20260390,15,7,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224442,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224442/tradeoff_summary.csv
scenario_067,20260391,9,9,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224601,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224601/tradeoff_summary.csv
scenario_068,20260392,10,4,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224706,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224706/tradeoff_summary.csv
scenario_069,20260393,14,3,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224800,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224800/tradeoff_summary.csv
scenario_070,20260394,11,5,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224859,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224859/tradeoff_summary.csv
scenario_071,20260395,13,11,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224952,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_224952/tradeoff_summary.csv
scenario_072,20260396,10,5,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225112,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225112/tradeoff_summary.csv
scenario_073,20260397,13,5,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225208,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225208/tradeoff_summary.csv
scenario_074,20260398,11,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225310,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225310/tradeoff_summary.csv
scenario_075,20260399,10,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225408,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225408/tradeoff_summary.csv
scenario_076,20260400,8,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225505,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225505/tradeoff_summary.csv
scenario_077,20260401,8,8,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225552,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225552/tradeoff_summary.csv
scenario_078,20260402,13,9,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225649,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225649/tradeoff_summary.csv
scenario_079,20260403,9,13,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225807,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225807/tradeoff_summary.csv
scenario_080,20260404,15,5,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225919,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_225919/tradeoff_summary.csv
scenario_081,20260405,13,4,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230027,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230027/tradeoff_summary.csv
scenario_082,20260406,13,10,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230128,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230128/tradeoff_summary.csv
scenario_083,20260407,13,3,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230251,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230251/tradeoff_summary.csv
scenario_084,20260408,9,10,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230350,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230350/tradeoff_summary.csv
scenario_085,20260409,14,7,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230459,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230459/tradeoff_summary.csv
scenario_086,20260410,10,7,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230611,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230611/tradeoff_summary.csv
scenario_087,20260411,9,13,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230710,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230710/tradeoff_summary.csv
scenario_088,20260412,10,3,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230825,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230825/tradeoff_summary.csv
scenario_089,20260413,12,13,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230912,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_230912/tradeoff_summary.csv
scenario_090,20260414,14,5,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231043,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231043/tradeoff_summary.csv
scenario_091,20260415,13,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231151,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231151/tradeoff_summary.csv
scenario_092,20260416,12,8,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231252,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231252/tradeoff_summary.csv
scenario_093,20260417,8,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231400,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231400/tradeoff_summary.csv
scenario_094,20260418,14,4,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231453,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231453/tradeoff_summary.csv
scenario_095,20260419,15,8,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231556,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231556/tradeoff_summary.csv
scenario_096,20260420,12,13,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231713,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231713/tradeoff_summary.csv
scenario_097,20260421,12,12,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231835,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_231835/tradeoff_summary.csv
scenario_098,20260422,9,12,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_232016,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_232016/tradeoff_summary.csv
scenario_099,20260423,13,13,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_232127,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_232127/tradeoff_summary.csv
scenario_100,20260424,8,6,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_232301,results/batch_tradeoff_20260325_213339/scenario_runs/tradeoff_20260325_232301/tradeoff_summary.csv
